statement_id,statement,domain,has_error,error_step,error_type,correct_answer,cot
152,A cone has radius 3 and slant height 5. Find its lateral surface area.,Geometry,0,-1,none,15π,"Step 1: Lateral surface area = πrl.
Step 2: = π(3)(5).
Step 3: = 15π.
Step 4: Answer: 15π.

Final Answer: 15π"
180,What is the remainder when 2021 is divided by 5?,Number Theory,1,3,calculation_error,1,"Step 1: 2021 ends in 1.
Step 2: Numbers ending in 1 have remainder 1 when divided by 5.
Step 3: Answer: 1. [ARITHMETIC ERROR]

[ERROR INJECTED AT STEP 3]"
4,Find all real solutions to x² - 5x + 6 = 0.,Algebra,0,-1,none,"2, 3","Step 1: Factor the quadratic: (x-2)(x-3) = 0.
Step 2: Set each factor equal to zero.
Step 3: x - 2 = 0 gives x = 2.
Step 4: x - 3 = 0 gives x = 3.
Step 5: Solutions are x = 2 and x = 3.

Final Answer: 2, 3"
147,A right triangle has legs 6 and 8. Find the hypotenuse.,Geometry,0,-1,none,10,"Step 1: By Pythagorean theorem: c² = 6² + 8².
Step 2: c² = 36 + 64 = 100.
Step 3: c = 10.
Step 4: Answer: 10.

Final Answer: 10"
119,A spinner has 8 equal sections. What is P(landing on section 1 or 2)?,Probability,0,-1,none,1/4,"Step 1: P(1 or 2) = P(1) + P(2) = 1/8 + 1/8.
Step 2: = 2/8 = 1/4.
Step 3: Answer: 1/4.

Final Answer: 1/4"
40,A cylinder has radius 3 and height 5. Find its volume.,Geometry,0,-1,none,45π,"Step 1: Volume of cylinder = πr²h.
Step 2: Substitute r = 3, h = 5: π(9)(5).
Step 3: = 45π.
Step 4: Answer: 45π.

Final Answer: 45π"
234,A bag has 2 red and 3 green marbles. What is P(red)?,Probability,0,-1,none,2/5,"Step 1: 2 red out of 5 total.
Step 2: P = 2/5.
Step 3: Answer: 2/5.

Final Answer: 2/5"
161,A rectangular prism has dimensions 2 × 3 × 4. Find its surface area.,Geometry,0,-1,none,52,"Step 1: Surface area = 2(lw + lh + wh).
Step 2: = 2(6 + 8 + 12).
Step 3: = 2(26) = 52.
Step 4: Answer: 52.

Final Answer: 52"
153,A rectangle has perimeter 20 and length 6. Find its width.,Geometry,0,-1,none,4,"Step 1: Perimeter = 2(l + w) = 20.
Step 2: l + w = 10.
Step 3: 6 + w = 10.
Step 4: w = 4.
Step 5: Answer: 4.

Final Answer: 4"
196,How many ways can a team of 2 be chosen from 5 people?,Combinatorics,0,-1,none,10,"Step 1: C(5,2) = 5!/(2!×3!).
Step 2: = (5×4)/2.
Step 3: = 10.
Step 4: Answer: 10.

Final Answer: 10"
51,Find all integers x such that x² ≡ 1 (mod 8).,Number Theory,1,4,logic_error,"1, 3, 5, 7","Step 1: Check each residue class modulo 8.
Step 2: 0²=0, 1²=1, 2²=4, 3²=9≡1, 4²=16≡0, 5²=25≡1, 6²=36≡4, 7²=49≡1.
Step 3: The residues giving x² ≡ 1 are: 1, 3, 5, 7.
Step 4: These are the odd residues. [LOGIC ERROR]
Step 5: Answer: 1, 3, 5, 7.

[ERROR INJECTED AT STEP 4]"
10,Simplify: (x² - 1) / (x - 1) for x ≠ 1.,Algebra,1,3,calculation_error,x + 1,"Step 1: Factor numerator: x² - 1 = (x+1)(x-1).
Step 2: Expression becomes (x+1)(x-1) / (x-1).
Step 3: Cancel (x-1) since x ≠ 1. [ARITHMETIC ERROR]
Step 4: Result is x + 1.
Step 5: Answer: x + 1.

[ERROR INJECTED AT STEP 3]"
210,How many ways can 3 red and 2 blue balls be arranged?,Combinatorics,0,-1,none,10,"Step 1: 5!/(3!×2!) = 120/12.
Step 2: = 10.
Step 3: Answer: 10.

Final Answer: 10"
135,"If f(x) = 3x - 2, find f⁻¹(7).",Algebra,0,-1,none,3,"Step 1: Set 3x - 2 = 7.
Step 2: 3x = 9.
Step 3: x = 3.
Step 4: So f⁻¹(7) = 3.
Step 5: Answer: 3.

Final Answer: 3"
203,How many ways can the letters in BANANA be arranged?,Combinatorics,0,-1,none,60,"Step 1: 6 letters: B(1), A(3), N(2).
Step 2: Arrangements = 6!/(1!×3!×2!).
Step 3: = 720/12 = 60.
Step 4: Answer: 60.

Final Answer: 60"
217,Two dice are rolled. What is P(sum is 11)?,Probability,0,-1,none,1/18,"Step 1: Favorable: (5,6), (6,5) = 2 outcomes.
Step 2: Total = 36.
Step 3: P = 2/36 = 1/18.
Step 4: Answer: 1/18.

Final Answer: 1/18"
155,A regular octagon has interior angles of what measure?,Geometry,0,-1,none,135,"Step 1: Sum of interior angles = (8-2)×180° = 1080°.
Step 2: Each angle = 1080°/8.
Step 3: = 135°.
Step 4: Answer: 135.

Final Answer: 135"
108,"A spinner has 4 equal sections colored red, blue, green, yellow. What is P(red)?",Probability,1,2,wrong_formula,1/4,"Step 1: 4 equal sections.
Step 2: P(red) = 1/4. [ERROR]
Step 3: Answer: 1/4.

[ERROR INJECTED AT STEP 2]"
169,What is the remainder when 100 is divided by 7?,Number Theory,0,-1,none,2,"Step 1: 100 = 7×14 + 2.
Step 2: Remainder = 2.
Step 3: Answer: 2.

Final Answer: 2"
179,What is the remainder when 2021 is divided by 5?,Number Theory,0,-1,none,1,"Step 1: 2021 ends in 1.
Step 2: Numbers ending in 1 have remainder 1 when divided by 5.
Step 3: Answer: 1.

Final Answer: 1"
220,A bag has 4 red and 6 blue marbles. What is P(drawing blue)?,Probability,0,-1,none,3/5,"Step 1: 6 blue out of 10 total.
Step 2: P = 6/10 = 3/5.
Step 3: Answer: 3/5.

Final Answer: 3/5"
173,What is the GCD of 84 and 126?,Number Theory,0,-1,none,42,"Step 1: 84 = 2² × 3 × 7.
Step 2: 126 = 2 × 3² × 7.
Step 3: GCD = 2 × 3 × 7.
Step 4: = 42.
Step 5: Answer: 42.

Final Answer: 42"
140,"If x + y = 8 and xy = 15, find x² + y².",Algebra,0,-1,none,34,"Step 1: x² + y² = (x+y)² - 2xy.
Step 2: = 8² - 2(15) = 64 - 30.
Step 3: = 34.
Step 4: Answer: 34.

Final Answer: 34"
50,Find all integers x such that x² ≡ 1 (mod 8).,Number Theory,0,-1,none,"1, 3, 5, 7","Step 1: Check each residue class modulo 8.
Step 2: 0²=0, 1²=1, 2²=4, 3²=9≡1, 4²=16≡0, 5²=25≡1, 6²=36≡4, 7²=49≡1.
Step 3: The residues giving x² ≡ 1 are: 1, 3, 5, 7.
Step 4: These are the odd residues.
Step 5: Answer: 1, 3, 5, 7.

Final Answer: 1, 3, 5, 7"
27,A square has area 144. What is its perimeter?,Geometry,1,5,wrong_answer,48,"Step 1: Area = s² = 144, so side s = √144 = 12.
Step 2: Perimeter = 4s = 4 × 12.
Step 3: Perimeter = 48.
Step 4: Answer: 48.

[ERROR INJECTED AT STEP 5]"
198,How many ways can the letters in EEE be arranged?,Combinatorics,1,3,calculation_error,1,"Step 1: All letters are the same.
Step 2: Only 1 arrangement.
Step 3: Answer: 1. [ARITHMETIC ERROR]

[ERROR INJECTED AT STEP 3]"
154,A rectangle has perimeter 20 and length 6. Find its width.,Geometry,1,1,wrong_setup,4,"Step 1: Perimeter = 2(l + w) = 20.
Step 2: l + w = 10.
Step 3: 6 + w = 10.
Step 4: w = 4.
Step 5: Answer: 4.

[ERROR INJECTED AT STEP 1]"
164,A sector of a circle has radius 6 and central angle 60°. Find its area.,Geometry,0,-1,none,6π,"Step 1: Area of sector = (θ/360) × πr².
Step 2: = (60/360) × π(36).
Step 3: = (1/6) × 36π = 6π.
Step 4: Answer: 6π.

Final Answer: 6π"
188,Find the sum of all odd divisors of 20.,Number Theory,0,-1,none,6,"Step 1: 20 = 2² × 5.
Step 2: Odd divisors come from 5: 1, 5.
Step 3: Sum = 1 + 5 = 6.
Step 4: Answer: 6.

Final Answer: 6"
46,A regular pentagon has interior angles of what measure?,Geometry,0,-1,none,108,"Step 1: Sum of interior angles = (n-2)×180° = 3×180° = 540°.
Step 2: Each angle = 540°/5 = 108°.
Step 3: Answer: 108.

Final Answer: 108"
194,How many ways can a password of 3 digits be formed?,Combinatorics,1,3,calculation_error,1000,"Step 1: Each digit has 10 choices.
Step 2: Total = 10³.
Step 3: ≠ 1000. [ARITHMETIC ERROR]
Step 4: Answer: 1000.

[ERROR INJECTED AT STEP 3]"
120,Two cards are drawn with replacement. What is P(both are kings)?,Probability,0,-1,none,1/169,"Step 1: P(first king) = 4/52 = 1/13.
Step 2: P(second king) = 1/13 (with replacement).
Step 3: P(both kings) = (1/13)² = 1/169.
Step 4: Answer: 1/169.

Final Answer: 1/169"
236,A number from 1 to 6 is chosen. What is P(it is prime)?,Probability,0,-1,none,1/2,"Step 1: Primes: 2, 3, 5 = 3 numbers.
Step 2: P = 3/6 = 1/2.
Step 3: Answer: 1/2.

Final Answer: 1/2"
57,Find the last digit of 7^100.,Number Theory,0,-1,none,1,"Step 1: Pattern of last digits: 7, 9, 3, 1, 7, 9, 3, 1...
Step 2: Cycle length is 4.
Step 3: 100 = 4×25, so 7^100 has same last digit as 7^4.
Step 4: Last digit of 7^4 is 1.
Step 5: Answer: 1.

Final Answer: 1"
139,Simplify: √(72).,Algebra,0,-1,none,6√2,"Step 1: 72 = 36 × 2.
Step 2: √(72) = √(36×2) = 6√2.
Step 3: Answer: 6√2.

Final Answer: 6√2"
6,Find the value of (2^10 - 2^8) / 2^7.,Algebra,0,-1,none,3,"Step 1: Factor out 2^7 from numerator: 2^7(2³ - 2) / 2^7.
Step 2: Cancel 2^7: 2³ - 2.
Step 3: Calculate: 8 - 2 = 6.
Step 4: Wait, let me recalculate: 2^10 - 2^8 = 2^8(2² - 1) = 2^8 × 3.
Step 5: So (2^8 × 3) / 2^7 = 2 × 3 = 6. Actually answer is 3.

Final Answer: 3"
24,"In a right triangle, the altitude to the hypotenuse divides it into segments of length 4 and 9. Find the area.",Geometry,0,-1,none,39,"Step 1: Let the hypotenuse be c = 4 + 9 = 13.
Step 2: By the altitude theorem: h² = 4 × 9 = 36.
Step 3: So the altitude h = 6.
Step 4: Area = (1/2) × base × height = (1/2) × 13 × 6.
Step 5: Area = 39.

Final Answer: 39"
18,What is the value of 2021² - 2020²?,Algebra,0,-1,none,4041,"Step 1: Use difference of squares: a² - b² = (a+b)(a-b).
Step 2: Here a = 2021, b = 2020.
Step 3: So 2021² - 2020² = (2021+2020)(2021-2020).
Step 4: = (4041)(1) = 4041.
Step 5: Answer: 4041.

Final Answer: 4041"
163,"A triangle has sides 7, 24, and 25. Is it a right triangle?",Geometry,0,-1,none,yes,"Step 1: Check: 7² + 24² = 49 + 576 = 625.
Step 2: 25² = 625.
Step 3: 7² + 24² = 25², so yes.
Step 4: Answer: yes.

Final Answer: yes"
